Client ID,Case ID#,Date Opened,Date Closed,County of Residence,Zip Code,ACE Gender,ACE Race/Ethnicity,Current Age,Total Annual Income ,Aware of ACE Before Calling,ACE Did you try to get legal representation in this case before today's hearing?,Disability in Household,Landlord Representation,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Move Options,Wants to Stay in Rental Unit,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Request a Continuance,ACE Case Handler,ACE Funding Source,Tenant's Goals (Same Day),Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Prevent Eviction Filing,Goal Status - Mitigate Damages,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Goal Status - Remediate Defective Conditions,Goal Status - Secure Monetary Relief,Goal Status - Avoid Subsidy Termination,Goal Status - Reduce Rent/Fee,Goal Status - Remedy Housing Discrimination,Goal Status - Obtain Accomodation,Goal Status - Recover Personal Property,Goal Status - Other Goal
1538603,24-0551850,4/12/2024,7/31/2024,Washington County,21742,Female,"White, not of Hispanic Origin",56,5892,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Shelter,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1538642,24-0551869,4/12/2024,5/28/2024,Montgomery County,20901,Female,Hispanic,48,12960,Yes,"No, I found out about it in court",No,Self-represented,Failure to pay rent,,No,Other,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538665,24-0551877,4/12/2024,5/23/2024,Washington County,21740,Female,"African American or Black, not of Hispanic Origin",43,25200,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,No,"Delayed eviction, providing time to seek alternative housing",Got client continuance so she had time to decide what to do; advised her around her decision to vacate and arranged for case to be dismissed,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538736,24-0551914,4/12/2024,7/3/2024,Frederick County,21701,Female,"African American or Black, not of Hispanic Origin",23,3600,No,"No, I found out about it in court",Yes,Self-represented,Other,Wrongful Detainer,,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,Secure time to move (30 days or more),,,,,Achieved,,,,,,,,,
1538873,24-0552014,4/15/2024,7/31/2024,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",47,0,No,"No, I found out about it in court",Yes,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction judgment,Achieved,,,,,,,,,,,,,
1538894,24-0552024,4/15/2024,8/2/2024,Washington County,21740,Female,Multiracial,42,24000,Yes,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,No,Street/unsheltered,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538947,24-0552052,4/15/2024,4/16/2024,Baltimore County,21221,Female,Other,40,3480,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538953,24-0552055,4/15/2024,4/22/2024,Baltimore County,21221,Male,"African American or Black, not of Hispanic Origin",46,0,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538955,24-0552057,4/15/2024,11/27/2024,Howard County,21163,Female,"White, not of Hispanic Origin",89,27972,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",Yes,Represented by attorney,Holdover,,,Another apartment,No,Prevented eviction filing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent eviction filing,,,Achieved,,,,,,,,,,,
1538967,24-0552062,4/15/2024,4/16/2024,Baltimore County,21221,Female,"White, not of Hispanic Origin",41,16800,Yes,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,No,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538976,24-0552065,4/15/2024,4/30/2024,Baltimore County,21221,Female,"White, not of Hispanic Origin",64,18204,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,No,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1538990,24-0552073,4/15/2024,4/22/2024,Baltimore County,21222,Female,"African American or Black, not of Hispanic Origin",26,0,,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539003,24-0552080,4/15/2024,5/31/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",53,10776,No,"No, I found out about it in court",Prefer not to respond,Represented by attorney,Failure to pay rent,,Unsure,Street/unsheltered,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539096,24-0552124,4/15/2024,4/24/2024,Baltimore County,21222,Female,"White, not of Hispanic Origin",51,22800,No,"No, I found out about it in court",,Self-represented,Other,Wrongful detainer,,Unknown,No,Avoided or obtained redress for illegal or unfair charges by landlord,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539172,24-0552177,4/12/2024,4/30/2024,Howard County,21075,Female,"African American or Black, not of Hispanic Origin",39,38400,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied",No,Represented by attorney,Failure to pay rent,,Yes,Not asked,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539179,24-0552180,4/12/2024,5/30/2024,Howard County,21043,Male,"African American or Black, not of Hispanic Origin",56,10188,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539185,24-0552182,4/12/2024,4/30/2024,Howard County,21043,Female,"African American or Black, not of Hispanic Origin",55,33600,Yes,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance but it was denied",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539192,24-0552186,4/16/2024,4/30/2024,Howard County,20723,Female,"African American or Black, not of Hispanic Origin",27,20800,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – outside of MD,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539273,24-0552218,4/12/2024,4/30/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",30,17108,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Other,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539287,24-0552224,4/12/2024,4/30/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",35,30000,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Represented by agent,Failure to pay rent,,Yes,Other,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539293,24-0552226,4/12/2024,4/30/2024,Howard County,21044,Female,"African American or Black, not of Hispanic Origin",65,33600,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Other,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539295,24-0552228,4/5/2024,4/30/2024,Howard County,21044,Male,"African American or Black, not of Hispanic Origin",60,20640,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Not asked,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539299,24-0552232,4/5/2024,4/30/2024,Howard County,21043,Male,"African American or Black, not of Hispanic Origin",24,0,Yes,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",No,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539312,24-0552236,4/12/2024,4/30/2024,Howard County,21045,Female,"African American or Black, not of Hispanic Origin",39,54600,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539363,24-0552250,4/16/2024,5/31/2024,Anne Arundel County,21113,Female,Other,52,24000,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1539468,24-0552296,4/16/2024,5/31/2024,Howard County,21075,Female,"African American or Black, not of Hispanic Origin",32,45000,No,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",Prefer not to respond,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained counseling services on a housing matter,,Counseling,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539489,24-0552306,4/16/2024,6/12/2024,Calvert County,20732,Female,"African American or Black, not of Hispanic Origin",44,40000,No,"No, I found out about it in court",Not asked,Self-represented,Holdover,,,Another apartment,No,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1539574,24-0552365,4/17/2024,6/26/2024,Frederick County,21788,Female,"White, not of Hispanic Origin",46,1400,Not asked,"No, I found out about it in court",Not asked,Represented by attorney,Failure to pay rent,,Yes,Street/unsheltered,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,Achieved,,,,,,,,,,,,
1540124,24-0552626,4/18/2024,4/24/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",39,41600,Yes,"No, I found out about it in court",No,,Failure to pay rent,,No,Hotel/motel,Yes,Obtained counseling services on a housing matter,Case for failing to pay rent was dismissed,Counseling,Case was dismissed because landlord failed to appear,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1540154,24-0552640,4/18/2024,4/22/2024,Baltimore County,21234,Female,"African American or Black, not of Hispanic Origin",60,10176,No,"No, I had learned about it through a flyer, letter or visit, but did not have time to reach out",Yes,,Failure to pay rent,,No,Street/unsheltered,Prefer not to answer,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1540170,24-0552646,4/18/2024,4/22/2024,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",51,18000,Yes,"No, I found out about it in court",Yes,,Failure to pay rent,,Unsure,Other,Prefer not to answer,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1540444,24-0552805,4/19/2024,7/30/2024,Frederick County,21702,Female,"African American or Black, not of Hispanic Origin",61,19620,,,,,Breach of lease,,,,,"Prevented eviction filing, Prevented eviction from public or subsidized housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",Achieved,Achieved,Achieved,,,,,,,,,,,
1540638,24-0552897,4/22/2024,7/30/2024,Washington County,21740,Male,"White, not of Hispanic Origin",41,13484,No,"No, I found out about it in court",Yes,Represented by attorney,Breach of lease,,,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1540651,24-0552906,4/22/2024,8/8/2024,Washington County,21713,Female,"White, not of Hispanic Origin",76,11148,No,"No, I found out about it in court",Yes,Represented by attorney,Holdover,,,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,Prevent involuntary move,,Achieved,,,,,,,,,,,,
1540757,24-0552957,4/22/2024,4/23/2024,Baltimore County,21237,Male,"African American or Black, not of Hispanic Origin",35,12252,No,"No, I found out about it in court",No,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
