Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1490630,,23-0530218,10/2/2023,6/17/2024,20785,Prince George's County,Female,Prefer not to respond,50,English,No,,1,2,54600,Income from their employment,No,No.,,Yes,,No,,733,Breach of lease,,,,,,"Exterior damage (roofing, siding, gutters), Infestation or pests, Plumbing leaks (including sewer/sewage issues), Water damage",,,,10+ years,Yes,Unknown,Yes,No,Yes,No,,Other,Other,Cooperative Housing - No Longer under HUD Subsidy,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Overcame denial of tenant's rights under lease, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1490634,,23-0530220,10/2/2023,6/29/2024,21213,Baltimore City,Male,"African American or Black, not of Hispanic Origin",55,English,No,,1,0,11292,SSI or SSD,No,No.,,No,District Court,No,,0,Breach of lease,,,,,,,,,,3-5 years,Yes,Not asked,No,,Yes,No,,Not asked,Housing Choice Voucher Program (HCVP) – project-based voucher,,No,Represented by attorney,Prevent eviction filing,,,,,,Achieved,,,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1490729,,23-0530265,10/2/2023,10/31/2023,21801,Wicomico County,Female,"African American or Black, not of Hispanic Origin",32,English,,No,1,1,40869,"Income from their employment, SSI or SSD",Not asked,No.,,No,Other,Yes,No,600,Holdover,,,,,,,,,,3-5 years,Yes,Another apartment,Not asked,,Yes,Not asked,,,Other,city of salisbury - very old subsidy,,,"Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,,Planned,,,,,,Planned,,0,Not applicable to this case,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1490822,,23-0530301,10/2/2023,10/9/2024,21217,Baltimore City,Female,"African American or Black, not of Hispanic Origin",47,English,No,,2,0,37856,Income from their employment,No, ,,,,Yes,No,374,Other,Wrongful Detainer,,,,,,,,,3-5 years,Yes,Another apartment,No,,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by attorney,Prevent involuntary move,,,,,,,,Goal changed,,,,,,,,0,Not applicable to this case,Moved,More than 90 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1490833,,23-0530307,10/2/2023,5/31/2024,21044,Howard County,Female,Prefer not to respond,32,English,No,,1,1,31124,Unemployment benefits,No,No.,,Yes,,Not asked,,1748,Failure to pay rent,,Yes,1 month,1 month,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",3-5 years,No,Unknown,Yes,Yes,No,No,,I already received the maximum amount of rental assistance,,,Yes,Represented by attorney,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,Not achieved,Achieved,Achieved,,,,,,Achieved,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Moved,More than 90 days,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1490891,,23-0530326,10/2/2023,6/26/2024,20744,Prince George's County,Male,Asian or Pacific Islander,57,English,No,,3,0,45600,Income from their employment,Yes,No.,,Yes,,No,,1987,Breach of lease,,,,,,Other,,,,6-9 years,,Not asked,No,,No,No,,Not asked,,,Not asked,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Not achieved,,,,,,Achieved,,0,Not applicable to this case,Moved,30-60 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1490899,,23-0530330,10/2/2023,11/29/2023,20850,Montgomery County,Male,Other,40,English,No,,1,3,0,No income,Not asked,No.,,Yes,,Not asked,,1290,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,Not asked,1-2 years,No,Not asked,Yes,Yes,No,Not asked,,,,,Not asked,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Goal changed,,0,Yes – the amount was reduced through legal negotiation,,,,Representation in Judicial Litigation,,,"Obtained cash-for-keys, relocation assistance or other tenant settlement",,In-house staff,ACE Special Fund
1490913,,23-0530335,10/2/2023,2/29/2024,21029,Howard County,Female,Prefer not to respond,67,English,No,,1,0,19404,SSI or SSD,Not asked,No.,,Yes,,Not asked,,1,Other,Wrongful Detainer,,,,,,,,,6-9 years,No,Unknown,No,,Yes,Not asked,,,,,Not asked,Represented by attorney,"Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,,Not achieved,,,,,,Goal changed,,0,Not applicable to this case,Moved,30-60 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained cash-for-keys, relocation assistance or other tenant settlement",,In-house staff,ACE Special Fund
1490958,,23-0530353,10/2/2023,12/5/2023,20850,Montgomery County,Male,Other,40,English,Yes,No,1,3,0,No income,Not asked,No.,,Yes,,No,,1290,Holdover,,,,,,,,,,1-2 years,No,Not asked,Yes,Yes,No,Not asked,,,,,Not asked,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Moved,Less than 30 days,,Negotiation,,,"Obtained cash-for-keys, relocation assistance or other tenant settlement",,In-house staff,ACE Special Fund
1491205,,23-0530461,10/3/2023,11/4/2023,21215,Baltimore City,Male,American Indian or Alaskan,42,English,,No,2,0,11484,SSI or SSD,No,No.,,Yes,,Yes,No,0,Holdover,,,,,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,Not asked,Not asked,No,,Yes,Not asked,,,,,Not asked,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1491277,,23-0530501,10/5/2023,7/2/2024,20906,Montgomery County,Female,"African American or Black, not of Hispanic Origin",64,English,No,,1,0,21000,Income from their employment,Not asked,No.,,Yes,,Not asked,,0,Holdover,,,,,,,,,,,Yes,Not asked,No,,Yes,,,,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1491338,,23-0530521,10/4/2023,12/30/2023,21223,Baltimore City,Female,"African American or Black, not of Hispanic Origin",48,English,,No,1,2,10440,Temporary Cash Assistance (TCA),No, ,,,,No,,0,Failure to pay rent,,Yes,,,,,,,,,,Shelter,,,Yes,,,,,,,Represented by attorney,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1491360,,23-0530525,10/4/2023,11/14/2023,20851,Montgomery County,Female,"African American or Black, not of Hispanic Origin",54,English,Not asked,No,2,1,6000,Temporary Cash Assistance (TCA),No,No.,,No,District Court,No,,6440,Subsidy termination,,,,,,,,,,1-2 years,Yes,Street/unsheltered,No,,No,No,,Other,Housing Choice Voucher Program (HCVP) – project-based voucher,,Not asked,Represented by attorney,Avoid subsidy termination,,Achieved,,,,,,,,,,,,,,0,No,Stayed,,,Representation in Administrative Proceedings,,,Prevented termination of housing subsidy,,In-house staff,ACE Special Fund
1491464,,23-0530566,10/4/2023,12/30/2023,21205,Baltimore City,Female,"African American or Black, not of Hispanic Origin",45,English,No,,1,0,21936,SSI or SSD,No,No.,,No,District Court,No,,0,Breach of lease,,,,,,,,,,3-5 years,Yes,Unknown,No,,Yes,No,,Not asked,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Self-represented,Reduce rent/fee,,,,,,,,,,Achieved,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Negotiation,,,Overcame denial of tenant's rights under lease,,In-house staff,ACE Special Fund
1491515,,23-0530583,10/4/2023,11/4/2023,21218,Baltimore City,Female,"African American or Black, not of Hispanic Origin",37,English,No,,1,3,38400,Income from their employment,, ,,Yes,,No,,1200,Failure to pay rent,,Yes,5 months,5 months,Withheld rent due to conditions issues,"Mold, Plumbing leaks (including sewer/sewage issues), Water damage",,Yes,"Yes, some of it",3-5 years,No,Another apartment,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Self-represented,,,,,,,,,,,,,,,,,0,No,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1491681,,23-0530653,10/4/2023,3/29/2024,20695,Charles County,Male,"African American or Black, not of Hispanic Origin",58,English,No,,1,3,50000,Income from their employment,No,No.,,Yes,,No,,2300,Failure to pay rent,,Yes,I believe I am current on my rent,2 months,,,,,,1-2 years,No,Unknown,No,,Yes,No,,I did not qualify,,,No,Self-represented,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1491757,,23-0530693,10/5/2023,10/31/2023,20904,Montgomery County,Female,"African American or Black, not of Hispanic Origin",42,English,,,5,4,36384,"Income from their employment, SSI or SSD",Not asked, ,,No,District Court,,,0,Failure to pay rent,,No,1 month,3 months,Job loss or reduced/inconsistent hours,Other,Basement condemned due to windows,,"Yes, some of it",1-2 years,Yes,Street/unsheltered,No,,No,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Self-represented,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1491797,,23-0530712,10/5/2023,11/30/2023,21740,Washington County,Female,"White, not of Hispanic Origin",42,English,No,,1,0,0,No income,No,No.,,Yes,,No,,510,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",3-5 years,No,Street/unsheltered,Yes,Yes,Yes,No,,I did not know how to apply,,,Not asked,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1491856,,23-0530729,10/5/2023,12/7/2023,21208,Baltimore County,Female,"African American or Black, not of Hispanic Origin",35,English,No,,1,1,43200,Income from their employment,No,No.,,No,District Court,No,,1850,Failure to pay rent,,Unsure,1 month,2 months,Unexpected expense,Mold,,,"Yes, some of it",3-5 years,No,Unknown,No,,No,No,,Other,,,No,,Remediate defective conditions,,,,,,,,,,,Achieved,,,,,0,,,,,Representation in Judicial Litigation,,,"Obtained neutral reference from landlord, Obtained other benefit for tenant, Obtained representation in housing defensive litigation",300 credit and early termination without penalty,In-house staff,ACE Special Fund
1491890,,23-0530743,10/5/2023,10/22/2023,21213,Baltimore City,Female,"African American or Black, not of Hispanic Origin",52,English,,,1,1,18000,Income from their employment,No, ,,,,No,,0,Failure to pay rent,,No,,,,,,,,,,Friends/family – in MD,,,No,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1491909,,23-0530751,10/5/2023,11/23/2023,20782,Prince George's County,Female,"African American or Black, not of Hispanic Origin",54,English,No,,2,0,26400,Income from their employment,No,No.,,Yes,,No,,1800,Failure to pay rent,,Yes,5 months,5 months,"Competing expense, Other",,,,Prefer not to answer,1-2 years,Yes,Another apartment,No,,Already vacated,No,,Not asked,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained other benefit for tenant, Obtained representation in housing defensive litigation",Prevented Eviction Judgment,In-house staff,ACE Special Fund
1491920,,23-0530756,10/5/2023,2/16/2024,21206,Baltimore City,Female,"African American or Black, not of Hispanic Origin",53,English,No,,1,0,22360,Income from their employment,Yes,No.,,No,District Court,No,,823,Failure to pay rent,,No,1 month,2 months,Not asked,,,,"Yes, all of it",1-2 years,Yes,Another apartment,Not asked,,Yes,No,,I did not know rental assistance was available,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by agent,Reduce rent/fee,,,,,,,,,,Achieved,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Counseling,,ledger audit,Obtained counseling services on a housing matter,,In-house staff,ACE ARPA Baltimore City
1491951,,23-0530769,10/5/2023,12/17/2023,21218,Baltimore City,Female,"African American or Black, not of Hispanic Origin",39,English,,,2,1,41600,Income from their employment,No, ,,,,Not asked,,0,Failure to pay rent,,Unsure,,,,,,,,,,Shelter,,,Yes,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Negotiation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1492022,,23-0530801,10/6/2023,12/11/2023,21817,Somerset County,Male,"White, not of Hispanic Origin",37,English,,No,2,1,32064,"Income from their employment, Temporary Cash Assistance (TCA)",No,No.,,Yes,District Court,Yes,Yes,705,Breach of lease,,,,,,"Mold, Unstable or damaged flooring or carpet, Wall/ceiling/floor damage, Water damage",,,,1-2 years,Yes,Street/unsheltered,Yes,No,Yes,No,,Other,VASH voucher (Veterans Affair Supportive Housing),,No,Self-represented,Prevent eviction judgment,,Planned,Planned,Planned,,Not achieved,Achieved,Planned,,,Planned,,,,,0,Not applicable to this case,Moved,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1492072,,23-0530823,10/6/2023,12/19/2023,21702,Frederick County,Female,Multiracial,38,English,No,,1,1,19200,Income from their employment,Yes,No.,,Yes,,No,,1429,Failure to pay rent,,Yes,1 month,1 month,"Competing expense, Job loss or reduced/inconsistent hours",,,,"Yes, some of it",3-5 years,No,Friends/family – in MD,Yes,Yes,Already vacated,No,,Not asked,,,Not asked,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Not asked,,,Negotiation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1492115,,23-0530838,10/6/2023,6/28/2024,20748,Prince George's County,Female,"African American or Black, not of Hispanic Origin",29,English,No,,1,4,11088,Temporary Cash Assistance (TCA),Yes,No.,,Yes,,No,,0,Failure to pay rent,,Yes,,,,,,,,,,,,,,,,,,,,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1492249,,23-0530892,10/6/2023,12/4/2023,21798,Frederick County,Female,"White, not of Hispanic Origin",35,English,No,,1,5,0,No income,No,No.,,Yes,,No,,1500,Holdover,,,,,,"No or insufficient heat, Plumbing leaks (including sewer/sewage issues)",,,,3-5 years,No,Unknown,No,,No,No,,I did not know rental assistance was available,,,Not asked,Represented by attorney,"Secure rent assistance, Secure time to move (30 days or more)",,,,,,,,,,,,,,Achieved,Achieved,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1492306,,23-0530910,10/6/2023,12/27/2023,20646,Charles County,Female,"African American or Black, not of Hispanic Origin",35,English,,,1,3,35520,"Child support, Income from their employment",No, ,,,,No,,0,Failure to pay rent,,Yes,,,,,,,,,,Hotel/motel,,,Yes,,,,,,,Represented by attorney,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1492350,,23-0530930,10/10/2023,6/1/2024,20743,Prince George's County,Female,"African American or Black, not of Hispanic Origin",40,English,,No,1,4,36400,Income from their employment,No,No.,,Yes,,No,,1566,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,Not achieved,0,No,Moved,More than 90 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1492517,,23-0531006,10/10/2023,12/10/2023,20770,Prince George's County,Male,Hispanic,63,English,No,,1,0,10308,SSI or SSD,No,No.,,Yes,,Not asked,,0,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,,,,,3-5 years,Yes,Not asked,Yes,Yes,Yes,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
